PID,Company Name,Order No,Item No,Customer No,Invoice No,Order Date,Invoice Date,Delivery Date,Rep ID,Sales,Cost,Margin,Quantity,Item Desc,PaymentMethod
62418,Lagozon Edutech Pvt Ltd,205057,10704,10026009,105281,06/27/2019,06/29/2019,07/02/19,169,123,62,83,2,Imagine Low Fat Waffles,4
60825,Lagozon Edutech Pvt Ltd,205059,10965,10002220,106791,07/12/19,07/14/2019,07/17/2019,127,152,76,131,2,Just Right Beef Soup,3
57560,Lagozon Edutech Pvt Ltd,205060,10348,10026009,105387,06/28/2019,06/30/2019,07/03/19,169,0,0,9,2,Better Rice Soup,10
57606,Lagozon Edutech Pvt Ltd,205062,10869,10021911,105457,06/28/2019,06/30/2019,07/03/19,175,0,0,128,2,Nationeel Grape Fruit Roll,8
71257,Lagozon Edutech Pvt Ltd,205067,10692,10023778,110422,08/24/2019,08/26/2019,08/29/2019,124,636,159,145,4,Cutting Edge Cole Slaw,1
56294,Lagozon Edutech Pvt Ltd,205068,10037,10014804,105265,06/26/2019,06/28/2019,07/01/19,153,4,1,2,4,Blue Label Rice Soup,4
57631,Lagozon Edutech Pvt Ltd,205071,10670,10026839,105459,06/28/2019,06/30/2019,07/03/19,130,0,0,113,2,Gorilla String Cheese,2
57522,Lagozon Edutech Pvt Ltd,205072,10634,10026334,105460,06/28/2019,06/30/2019,07/03/19,111,0,0,18,2,Radius Oatmeal,10
65618,Lagozon Edutech Pvt Ltd,205073,10069,10026839,105461,06/28/2019,06/30/2019,07/03/19,130,1285,642,534,2,Red Spade Low Fat Cole Slaw,10
59496,Lagozon Edutech Pvt Ltd,205075,10343,10026606,107598,07/25/2019,07/27/2019,07/30/2019,112,526194,2990,1666,176,Better Large Canned Shrimp,5
76824,Lagozon Edutech Pvt Ltd,205078,10291,10009639,105621,07/03/19,07/05/19,07/06/19,181,328,82,267,4,Super Vegetable Oil,1
71019,Lagozon Edutech Pvt Ltd,205079,10871,10014546,111489,09/06/19,09/08/19,09/11/19,125,307,154,53,2,Nationeel Raisins,2
64149,Lagozon Edutech Pvt Ltd,205080,10654,10012761,105385,06/28/2019,06/30/2019,07/03/19,149,1158,579,345,2,Bravo Large Canned Shrimp,9
71532,Lagozon Edutech Pvt Ltd,205084,10985,10015793,107055,07/18/2019,07/20/2019,07/01/19,173,0,0,88,2,Even Better Muenster Cheese,3
64191,Lagozon Edutech Pvt Ltd,205085,10528,10007591,109840,08/18/2019,08/20/2019,08/23/2019,185,139,70,165,2,Fast Low Fat Cookies,5
63698,Lagozon Edutech Pvt Ltd,205089,10263,10026006,105111,06/26/2019,06/28/2019,07/01/19,169,131,66,136,2,Medalist Spaghetti,9
76834,Lagozon Edutech Pvt Ltd,205091,10281,10025495,106933,07/17/2019,07/19/2019,07/22/2019,107,48,24,91,2,Great Blueberry Muffins,9
60338,Lagozon Edutech Pvt Ltd,205096,10935,10004255,111463,09/06/19,09/08/19,09/11/19,155,328,164,100,2,BBB Best Strawberry Preserves,8
61256,Lagozon Edutech Pvt Ltd,205097,10713,10019388,105375,06/27/2019,06/29/2019,07/02/19,134,63,32,22,2,Imagine Frozen Pepperoni Pizza,10
57791,Lagozon Edutech Pvt Ltd,205098,10893,10007121,106393,07/07/19,07/09/19,07/12/19,175,27,14,10,2,Pearl Imported Beer,2
62058,Lagozon Edutech Pvt Ltd,205118,10412,10000601,105585,06/29/2019,07/01/19,07/04/19,168,151,76,142,2,Big Time Home Style French Fries,2
57749,Lagozon Edutech Pvt Ltd,205119,10681,10023715,106568,07/10/19,07/12/19,07/15/2019,180,838,419,180,2,Gorilla 1% Milk,10
73289,Lagozon Edutech Pvt Ltd,205120,10541,10025036,105586,06/29/2019,07/01/19,07/04/19,119,0,0,9,2,Fast No Salt Popcorn,5
62071,Lagozon Edutech Pvt Ltd,205121,10692,10011734,110423,08/24/2019,08/26/2019,08/29/2019,155,159,79,74,2,Cutting Edge Cole Slaw,9
57754,Lagozon Edutech Pvt Ltd,205125,10519,10022490,105587,06/29/2019,07/01/19,07/02/19,107,0,0,10,2,Tell Tale Cantelope,5
66762,Lagozon Edutech Pvt Ltd,205126,10970,10018644,108102,07/31/2019,08/02/19,08/05/19,139,722,181,99,4,Just Right Large Canned Shrimp,4
65834,Lagozon Edutech Pvt Ltd,205127,10589,10023221,112114,09/14/2019,09/16/2019,09/19/2019,136,148,74,60,2,Colony Cranberry Muffins,8
57815,Lagozon Edutech Pvt Ltd,205128,10417,10023221,105588,06/29/2019,07/01/19,07/04/19,136,27,14,9,2,Big Time Frozen Broccoli,10
59693,Lagozon Edutech Pvt Ltd,205129,10799,10007134,105589,06/29/2019,07/01/19,07/04/19,182,1085,543,537,2,Ebony Prepared Salad,1
60161,Lagozon Edutech Pvt Ltd,205130,10385,10017638,105640,07/03/19,07/05/19,07/08/19,115,291230,2912,2614,100,Moms Sliced Ham,3
57758,Lagozon Edutech Pvt Ltd,205131,10211,10021986,105878,07/04/19,07/06/19,07/09/19,179,1146,573,671,2,High Top Walnuts,6
67348,Lagozon Edutech Pvt Ltd,205132,10233,10021986,105541,06/29/2019,07/01/19,07/04/19,179,0,0,14,2,Best Choice Avocado Dip,4
57542,Lagozon Edutech Pvt Ltd,205135,10719,10016807,108356,08/02/19,08/04/19,08/07/19,145,724,181,98,4,Imagine Chicken TV Dinner,5
65712,Lagozon Edutech Pvt Ltd,205136,10719,10010914,108587,08/04/19,08/06/19,08/09/19,121,724,181,98,4,Imagine Chicken TV Dinner,6
66760,Lagozon Edutech Pvt Ltd,205137,10611,10016334,114351,10/09/19,10/11/19,10/14/2019,120,2359,590,88,4,Landslide Salt,8
76545,Lagozon Edutech Pvt Ltd,205138,10630,10007134,107510,07/24/2019,07/26/2019,07/29/2019,182,349,175,441,2,Token Orange Juice,4
67347,Lagozon Edutech Pvt Ltd,205139,10359,10022450,111325,09/05/19,09/07/19,09/10/19,167,146,73,43,2,Carlson String Cheese,1
67361,Lagozon Edutech Pvt Ltd,205140,10359,10022490,113240,09/27/2019,09/29/2019,10/02/19,107,146,73,43,2,Carlson String Cheese,5
67554,Lagozon Edutech Pvt Ltd,205141,10718,10021977,108462,08/03/19,08/05/19,08/08/19,117,717,179,100,4,Imagine Turkey TV Dinner,3
64490,Lagozon Edutech Pvt Ltd,205142,10637,10025269,114029,10/05/19,10/07/19,10/10/19,109,1459,365,824,4,Radius Grits,9
72522,Lagozon Edutech Pvt Ltd,205143,10871,10023221,111739,09/08/19,09/10/19,09/13/2019,136,1229,307,102,4,Nationeel Raisins,6
57156,Lagozon Edutech Pvt Ltd,205144,10892,10025919,105591,06/29/2019,07/01/19,07/04/19,108,28,14,36,2,Discover Rice Medly,6
57162,Lagozon Edutech Pvt Ltd,205145,10401,10021936,105376,06/27/2019,06/29/2019,07/02/19,170,2,0,2,4,Big Time Waffles,8
75445,Lagozon Edutech Pvt Ltd,205150,10672,10020192,106936,07/17/2019,07/19/2019,07/02/19,130,0,0,316,2,Gorilla Havarti Cheese,10
57239,Lagozon Edutech Pvt Ltd,205151,10348,10018871,111066,09/01/19,09/03/19,09/06/19,154,172416,1796,1905,96,Better Rice Soup,8
57748,Lagozon Edutech Pvt Ltd,205153,10387,10025049,105378,06/27/2019,06/29/2019,07/02/19,113,0,0,676,2,Moms Sliced Chicken,10
57761,Lagozon Edutech Pvt Ltd,205155,10285,10023221,105594,06/29/2019,07/01/19,07/04/19,136,0,0,7,2,Super Hot Chocolate,2
59453,Lagozon Edutech Pvt Ltd,205156,10841,10021977,105789,07/03/19,07/05/19,07/06/19,117,41,20,35,2,Nationeel Corn Chips,1
57775,Lagozon Edutech Pvt Ltd,205157,10592,10025025,105790,07/03/19,07/05/19,07/08/19,143,217,109,149,2,Colony Blueberry Muffins,7
57756,Lagozon Edutech Pvt Ltd,205159,10415,10005006,105595,06/29/2019,07/01/19,07/04/19,167,535,54,68,10,Big Time Ice Cream Sandwich,9
57801,Lagozon Edutech Pvt Ltd,205161,10856,10020914,105596,06/29/2019,07/01/19,07/04/19,157,0,0,12,2,Nationeel Salted Pretzels,2
65543,Lagozon Edutech Pvt Ltd,205162,10898,10026336,105791,07/03/19,07/05/19,07/08/19,130,10859,543,833,20,Pearl Chardonnay,1
64190,Lagozon Edutech Pvt Ltd,205163,10952,10024006,107631,07/25/2019,07/27/2019,07/30/2019,157,70,35,78,2,Special Wheat Puffs,1
59228,Lagozon Edutech Pvt Ltd,205164,10822,10012715,105379,06/27/2019,06/29/2019,07/02/19,180,465,232,255,2,Ebony Fancy Plums,3
67851,Lagozon Edutech Pvt Ltd,205167,10808,10024246,105792,07/03/19,07/05/19,07/08/19,151,0,0,9,2,Ebony Cauliflower,10
57513,Lagozon Edutech Pvt Ltd,205170,10275,10018871,108544,08/04/19,08/06/19,08/09/19,154,10099,84,111,120,Great White Bread,9
57572,Lagozon Edutech Pvt Ltd,205171,10589,10014739,105469,06/28/2019,06/30/2019,07/03/19,118,0,0,7,2,Colony Cranberry Muffins,1
61438,Lagozon Edutech Pvt Ltd,205174,10680,10010884,107150,07/19/2019,07/21/2019,07/24/2019,105,15519,1293,789,12,Gorilla Chocolate Milk,9
61456,Lagozon Edutech Pvt Ltd,205177,10090,10021160,108832,08/08/19,08/10/19,08/12/19,119,1076,538,243,2,Golden Waffles,6
57562,Lagozon Edutech Pvt Ltd,205178,10538,10018871,106285,07/07/19,07/09/19,07/12/19,154,1132,28,47,40,Fast Graham Crackers,8
57596,Lagozon Edutech Pvt Ltd,205181,10845,10014739,105471,06/28/2019,06/30/2019,07/03/19,118,0,0,144,2,Nationeel Fudge Cookies,6
59217,Lagozon Edutech Pvt Ltd,205183,10347,10012235,106186,07/06/19,07/08/19,07/11/19,175,44593,4459,3785,10,Better Fancy Canned Sardines,1
67478,Lagozon Edutech Pvt Ltd,205184,10112,10025285,105793,07/03/19,07/05/19,07/08/19,182,18,2,3,12,Golden Lemon Popsicles,6
60667,Lagozon Edutech Pvt Ltd,205185,10191,10010884,108437,08/03/19,08/05/19,08/08/19,105,13,6,19,2,High Top Fresh Lima Beans,4
62207,Lagozon Edutech Pvt Ltd,205187,10561,10025264,106233,07/06/19,07/08/19,07/04/19,162,0,0,10,2,Fast Golden Raisins,8
60120,Lagozon Edutech Pvt Ltd,205188,10872,10016548,106686,07/11/19,07/13/2019,07/16/2019,153,374,94,143,4,Nationeel Golden Raisins,7
59618,Lagozon Edutech Pvt Ltd,205190,10609,10024009,105473,06/28/2019,06/30/2019,07/03/19,136,195,97,137,2,Landslide Pepper,10
57814,Lagozon Edutech Pvt Ltd,205191,10799,10020907,105623,07/03/19,07/05/19,07/03/19,167,1085,543,627,2,Ebony Prepared Salad,6
60808,Lagozon Edutech Pvt Ltd,205192,10973,10024248,111194,09/04/19,09/06/19,09/09/19,113,352,176,134,2,Just Right Fancy Canned Oysters,8
62500,Lagozon Edutech Pvt Ltd,205193,10035,10024270,107970,07/28/2019,07/30/2019,08/02/19,121,213,106,182,2,Blue Label Fancy Canned Oysters,10
60665,Lagozon Edutech Pvt Ltd,205194,10898,10000469,106782,07/12/19,07/14/2019,07/17/2019,124,201,50,208,4,Pearl Chardonnay,2
57786,Lagozon Edutech Pvt Ltd,205196,10892,10006093,105600,06/29/2019,07/01/19,07/04/19,172,44,22,18,2,Discover Rice Medly,6
57755,Lagozon Edutech Pvt Ltd,205198,10068,10009672,105601,06/29/2019,07/01/19,07/03/19,116,107,54,144,2,Red Spade Foot-Long Hot Dogs,6
57778,Lagozon Edutech Pvt Ltd,205200,10645,10016858,105602,06/29/2019,07/01/19,07/04/19,159,0,0,12,2,Bravo Noodle Soup,9
59215,Lagozon Edutech Pvt Ltd,205201,10236,10009654,105603,06/29/2019,07/01/19,07/04/19,180,569377,3094,2450,184,Best Choice Fondue Mix,5
59304,Lagozon Edutech Pvt Ltd,205204,10227,10000475,105796,07/03/19,07/05/19,07/08/19,111,4,1,2,8,Best Choice Graham Crackers,10
57532,Lagozon Edutech Pvt Ltd,205205,10797,10018628,105477,06/28/2019,06/30/2019,07/03/19,144,53,13,20,4,Ebony New Potatos,3
60671,Lagozon Edutech Pvt Ltd,205207,10717,10023715,105479,06/28/2019,06/30/2019,07/03/19,180,0,0,35,2,Imagine Frozen Carrots,10
59233,Lagozon Edutech Pvt Ltd,205209,10873,10012422,106082,07/06/19,07/08/19,07/08/19,176,0,0,8,2,Nationeel Dried Apricots,2
57547,Lagozon Edutech Pvt Ltd,205210,10694,10012422,105798,07/03/19,07/05/19,07/08/19,176,0,0,11,2,Cutting Edge Corned Beef,9
57515,Lagozon Edutech Pvt Ltd,205211,11249,10027119,105480,06/28/2019,06/30/2019,07/03/19,117,0,0,90,2,American Sliced Ham,1
57524,Lagozon Edutech Pvt Ltd,205213,10844,10009356,105481,06/28/2019,06/30/2019,07/03/19,103,0,0,10,2,Nationeel Chocolate Chip Cookies,3
64476,Lagozon Edutech Pvt Ltd,205215,10690,10007134,105942,07/04/19,07/06/19,07/09/19,182,1879123,15154,21484,124,Cutting Edge Foot-Long Hot Dogs,10
60024,Lagozon Edutech Pvt Ltd,205220,10529,10022687,107236,07/20/2019,07/22/2019,07/25/2019,121,171,85,126,2,Fast BBQ Potato Chips,3
67588,Lagozon Edutech Pvt Ltd,205222,10582,10020184,108069,07/31/2019,08/02/19,08/05/19,114,1360400,680,130,2000,Walrus Chardonnay,1
65744,Lagozon Edutech Pvt Ltd,205223,10582,10020184,108449,08/03/19,08/05/19,08/08/19,114,1360400,680,106,2000,Walrus Chardonnay,1
62389,Lagozon Edutech Pvt Ltd,205225,10342,10025024,107704,07/26/2019,07/28/2019,07/31/2019,181,735110925,103130,50701,7128,Better Canned Tuna in Oil,1
57553,Lagozon Edutech Pvt Ltd,205228,10679,10019388,106843,07/12/19,07/14/2019,07/17/2019,134,55,27,80,2,Gorilla Buttermilk,3
60872,Lagozon Edutech Pvt Ltd,205229,10263,10002506,106574,07/10/19,07/12/19,07/04/19,103,0,0,76,2,Medalist Spaghetti,2
57546,Lagozon Edutech Pvt Ltd,205232,10796,10025036,106083,07/06/19,07/08/19,07/10/19,119,1800,300,134,6,Ebony Sweet Peas,10
59297,Lagozon Edutech Pvt Ltd,205234,10629,10009633,105484,06/28/2019,06/30/2019,07/03/19,127,0,0,88,2,Token Diet Cola,3
59246,Lagozon Edutech Pvt Ltd,205236,10218,10015495,105802,07/03/19,07/05/19,07/08/19,125,112,28,26,4,Best Choice BBQ Potato Chips,7
59267,Lagozon Edutech Pvt Ltd,205237,10015,10015495,105803,07/03/19,07/05/19,07/08/19,125,0,0,19,2,Jeffers Grits,6
57604,Lagozon Edutech Pvt Ltd,205239,10217,10023715,105805,07/03/19,07/05/19,07/08/19,180,0,0,22,2,Best Choice Low Fat Cookies,7
59261,Lagozon Edutech Pvt Ltd,205241,10609,10019388,105486,06/28/2019,06/30/2019,07/03/19,134,779,195,256,4,Landslide Pepper,7
59364,Lagozon Edutech Pvt Ltd,205242,10607,10007123,105806,07/03/19,07/05/19,07/08/19,160,28,7,19,4,Landslide Columbian Coffee,6
64453,Lagozon Edutech Pvt Ltd,205243,10414,10025495,106937,07/17/2019,07/19/2019,07/22/2019,107,106,53,65,2,Big Time Ice Cream,2
64523,Lagozon Edutech Pvt Ltd,205245,10841,10024034,107245,07/20/2019,07/22/2019,07/25/2019,136,166,41,73,4,Nationeel Corn Chips,3
57561,Lagozon Edutech Pvt Ltd,205247,10527,10025919,105808,07/03/19,07/05/19,07/08/19,108,0,0,10,2,Kiwi Scallops,5
64835,Lagozon Edutech Pvt Ltd,205250,10704,10015495,105488,06/28/2019,06/30/2019,07/03/19,125,123,62,74,2,Imagine Low Fat Waffles,4
60778,Lagozon Edutech Pvt Ltd,205258,10898,10022240,107339,07/21/2019,07/23/2019,07/26/2019,111,50,25,112,2,Pearl Chardonnay,7
77116,Lagozon Edutech Pvt Ltd,205259,10523,10020663,105490,06/28/2019,06/30/2019,07/03/19,169,0,0,245,2,Tell Tale Oranges,4
63741,Lagozon Edutech Pvt Ltd,205260,10684,10025571,111591,09/07/19,09/09/19,09/12/19,120,311,155,280,2,Gorilla Blueberry Yogurt,1
64898,Lagozon Edutech Pvt Ltd,205262,10683,10010887,110395,08/24/2019,08/26/2019,08/29/2019,179,171,85,130,2,Gorilla Strawberry Yogurt,1
59470,Lagozon Edutech Pvt Ltd,205265,10272,10023524,105816,07/03/19,07/05/19,07/08/19,134,88,44,58,2,Good White Zinfandel Wine,7
59519,Lagozon Edutech Pvt Ltd,205268,10697,10022431,105817,07/03/19,07/05/19,07/08/19,113,434,217,126,2,Cutting Edge Potato Salad,8
59253,Lagozon Edutech Pvt Ltd,205269,10911,10007134,105818,07/03/19,07/05/19,07/08/19,182,391,195,236,2,BBB Best Chunky Peanut Butter,10
59449,Lagozon Edutech Pvt Ltd,205276,10869,10025919,105820,07/03/19,07/05/19,07/08/19,108,0,0,23,2,Nationeel Grape Fruit Roll,8
57760,Lagozon Edutech Pvt Ltd,205277,10682,10009679,105821,07/03/19,07/05/19,07/05/19,142,0,0,14,2,Gorilla Whole Milk,9
57785,Lagozon Edutech Pvt Ltd,205279,10334,10023235,105611,06/29/2019,07/01/19,07/04/19,114,0,0,24,2,Better Noodle Soup,7
59219,Lagozon Edutech Pvt Ltd,205280,10496,10020445,106576,07/10/19,07/12/19,07/08/19,121,0,0,8,2,Tell Tale Potatos,4
60059,Lagozon Edutech Pvt Ltd,205282,10816,10017638,106498,07/10/19,07/12/19,07/03/19,115,0,0,39,2,Ebony Firm Tofu,9
60080,Lagozon Edutech Pvt Ltd,205283,10054,10019388,105945,07/04/19,07/06/19,07/09/19,134,83,14,35,6,Club Mild Cheddar Cheese,10
59213,Lagozon Edutech Pvt Ltd,205287,10242,10000460,105824,07/03/19,07/05/19,07/08/19,154,0,0,1,2,Best Choice Frosted Cookies,2
65690,Lagozon Edutech Pvt Ltd,205288,10841,10007134,108359,08/02/19,08/04/19,08/07/19,182,166,41,68,4,Nationeel Corn Chips,3
59227,Lagozon Edutech Pvt Ltd,205289,10347,10007134,105825,07/03/19,07/05/19,07/08/19,182,1784,892,650,2,Better Fancy Canned Sardines,10
59298,Lagozon Edutech Pvt Ltd,205291,10073,10021977,105826,07/03/19,07/05/19,07/08/19,117,0,0,9,2,Red Spade Sliced Turkey,1
60106,Lagozon Edutech Pvt Ltd,205292,10307,10021977,105614,06/29/2019,07/01/19,07/04/19,117,61,31,26,2,Super Creamy Peanut Butter,2
64929,Lagozon Edutech Pvt Ltd,205294,10927,10024248,105947,07/04/19,07/06/19,07/09/19,113,299,150,96,2,BBB Best Salt,2
61232,Lagozon Edutech Pvt Ltd,205295,10690,10025051,107380,07/21/2019,07/23/2019,07/26/2019,131,486,243,376,2,Cutting Edge Foot-Long Hot Dogs,9
60724,Lagozon Edutech Pvt Ltd,205296,10804,10020672,109140,08/10/19,08/12/19,08/13/2019,157,323,54,89,6,Ebony Elephant Garlic,2
60358,Lagozon Edutech Pvt Ltd,205299,10933,10014802,106019,07/05/19,07/07/19,07/10/19,117,1743,291,229,6,BBB Best Strawberry Jam,10
60917,Lagozon Edutech Pvt Ltd,205300,10415,10010884,108561,08/04/19,08/06/19,08/09/19,105,1343,112,206,12,Big Time Ice Cream Sandwich,7
60152,Lagozon Edutech Pvt Ltd,205301,10610,10009669,106578,07/10/19,07/12/19,07/15/2019,170,575,287,79,2,Landslide Low Fat Apple Butter,1
62451,Lagozon Edutech Pvt Ltd,205315,10527,10021986,105631,07/03/19,07/05/19,07/08/19,179,142,71,108,2,Kiwi Scallops,1
60877,Lagozon Edutech Pvt Ltd,205316,10197,10007134,106845,07/12/19,07/14/2019,07/17/2019,182,6235,208,125,30,High Top Golden Delcious Apples,1
59235,Lagozon Edutech Pvt Ltd,205317,10052,10007134,105949,07/04/19,07/06/19,07/09/19,182,53857,1795,1291,30,Club Cheese Spread,9
60790,Lagozon Edutech Pvt Ltd,205320,10397,10022490,105832,07/03/19,07/05/19,07/08/19,107,5,1,11,4,Big Time Low Fat French Fries,1
60892,Lagozon Edutech Pvt Ltd,205321,10950,10009985,106236,07/06/19,07/08/19,07/11/19,173,401,100,66,4,Special Oatmeal,5
62225,Lagozon Edutech Pvt Ltd,205323,10668,10010884,105615,06/29/2019,07/01/19,07/04/19,105,0,0,1207,2,Gorilla Jack Cheese,1
60095,Lagozon Edutech Pvt Ltd,205324,10633,10025919,106690,07/11/19,07/13/2019,07/16/2019,108,367,183,199,2,Token Apple Drink,4
60124,Lagozon Edutech Pvt Ltd,205325,10198,10025919,105950,07/04/19,07/06/19,07/09/19,108,165,82,100,2,High Top Red Delcious Apples,8
59391,Lagozon Edutech Pvt Ltd,205326,10813,10004256,105951,07/04/19,07/06/19,07/09/19,112,895,224,122,4,Ebony Fresh Lima Beans,1
60083,Lagozon Edutech Pvt Ltd,205328,10613,10025243,105835,07/03/19,07/05/19,07/08/19,120,66,33,140,2,Landslide Oregano,7
60029,Lagozon Edutech Pvt Ltd,205329,10239,10024248,105952,07/04/19,07/06/19,07/09/19,113,104,52,66,2,Best Choice Chocolate Donuts,4
67174,Lagozon Edutech Pvt Ltd,205331,10219,10015495,105953,07/04/19,07/06/19,07/09/19,125,0,0,8,2,Best Choice Corn Chips,6
62239,Lagozon Edutech Pvt Ltd,205332,10683,10018628,108252,08/01/19,08/03/19,08/06/19,144,683,171,260,4,Gorilla Strawberry Yogurt,7
60056,Lagozon Edutech Pvt Ltd,205334,10954,10020927,105955,07/04/19,07/06/19,07/09/19,144,0,0,14,2,Just Right Canned Beets,4
63738,Lagozon Edutech Pvt Ltd,205336,10505,10002765,106939,07/17/2019,07/19/2019,07/22/2019,132,1273,106,142,12,Tell Tale Firm Tofu,9
60027,Lagozon Edutech Pvt Ltd,205338,10506,10025919,105839,07/03/19,07/05/19,07/08/19,108,408,204,122,2,Tell Tale Almonds,5
84504,Lagozon Edutech Pvt Ltd,205340,10248,10025919,105956,07/04/19,07/06/19,07/09/19,108,2,1,5,2,Best Choice Dried Dates,9
64717,Lagozon Edutech Pvt Ltd,205341,10838,10000461,113970,10/05/19,10/07/19,10/10/19,160,167,42,33,4,Curlew Scallops,1
62145,Lagozon Edutech Pvt Ltd,205342,10690,10026839,106692,07/11/19,07/13/2019,07/16/2019,130,486,243,326,2,Cutting Edge Foot-Long Hot Dogs,6
62173,Lagozon Edutech Pvt Ltd,205345,10396,10017072,106693,07/11/19,07/13/2019,07/16/2019,149,0,0,9,2,Big Time Frozen Pancakes,5
60673,Lagozon Edutech Pvt Ltd,205348,10816,10009907,107739,07/26/2019,07/28/2019,07/30/2019,167,1057,106,230,10,Ebony Firm Tofu,5
60677,Lagozon Edutech Pvt Ltd,205350,10400,10000456,106191,07/06/19,07/08/19,07/11/19,119,13,2,7,8,Big Time Fajita French Fries,10
65342,Lagozon Edutech Pvt Ltd,205354,10268,10023715,105958,07/04/19,07/06/19,07/09/19,180,144,72,54,2,Good Chardonnay Wine,6
65351,Lagozon Edutech Pvt Ltd,205355,10878,10021996,107515,07/24/2019,07/26/2019,07/29/2019,104,0,0,5,2,Thresher Semi-Sweet Chocolate Bar,6
62229,Lagozon Edutech Pvt Ltd,205356,10316,10025919,105959,07/04/19,07/06/19,07/09/19,108,0,0,11,2,Excellent Diet Soda,1
60098,Lagozon Edutech Pvt Ltd,205359,10986,10009669,106694,07/11/19,07/13/2019,07/16/2019,170,406,203,218,2,Even Better String Cheese,4
59437,Lagozon Edutech Pvt Ltd,205360,10186,10007123,105842,07/03/19,07/05/19,07/08/19,160,0,0,93,2,High Top Cauliflower,7
59345,Lagozon Edutech Pvt Ltd,205361,10244,10013509,105961,07/04/19,07/06/19,07/09/19,124,0,0,12,2,Best Choice Apple Fruit Roll,10
59393,Lagozon Edutech Pvt Ltd,205364,10932,10009633,105843,07/03/19,07/05/19,07/08/19,127,0,0,110,2,BBB Best Apple Jam,4
60052,Lagozon Edutech Pvt Ltd,205366,10890,10025919,107516,07/24/2019,07/26/2019,07/29/2019,108,53,26,22,2,Discover Spaghetti,2
60111,Lagozon Edutech Pvt Ltd,205367,10348,10012422,105963,07/04/19,07/06/19,07/09/19,176,0,0,29,2,Better Rice Soup,8
61984,Lagozon Edutech Pvt Ltd,205370,10014,10016549,105844,07/03/19,07/05/19,07/08/19,105,0,0,30,2,Jeffers Wheat Puffs,10
62052,Lagozon Edutech Pvt Ltd,205372,10521,10025919,106582,07/10/19,07/12/19,07/09/19,108,0,0,42,2,Tell Tale Fuji Apples,8
60726,Lagozon Edutech Pvt Ltd,205374,10419,10020914,106089,07/06/19,07/08/19,07/10/19,157,0,0,12,2,Big Time Frozen Peas,1
60082,Lagozon Edutech Pvt Ltd,205375,10501,10021977,105965,07/04/19,07/06/19,07/09/19,117,0,0,9,2,Tell Tale Dried Mushrooms,9
60169,Lagozon Edutech Pvt Ltd,205377,10089,10011981,105966,07/04/19,07/06/19,07/05/19,179,0,0,114,2,Golden Fajita French Fries,9
60061,Lagozon Edutech Pvt Ltd,205380,10100,10020927,105967,07/04/19,07/06/19,07/09/19,144,0,0,15,2,Golden Grape Popsicles,8
76825,Lagozon Edutech Pvt Ltd,205381,10808,10026839,105968,07/04/19,07/06/19,07/09/19,130,25,12,15,2,Ebony Cauliflower,5
74899,Lagozon Edutech Pvt Ltd,205384,10871,10010912,111492,09/06/19,09/08/19,09/11/19,160,307,154,55,2,Nationeel Raisins,9
59222,Lagozon Edutech Pvt Ltd,205388,10381,10022456,105971,07/04/19,07/06/19,07/09/19,168,135,68,44,2,Moms Cole Slaw,9
59323,Lagozon Edutech Pvt Ltd,205389,10009,10012715,105848,07/03/19,07/05/19,07/08/19,180,0,0,7,2,Washington Cranberry Juice,7
59328,Lagozon Edutech Pvt Ltd,205391,10866,10012715,105850,07/03/19,07/05/19,07/08/19,180,0,0,7,2,Nationeel Apple Fruit Roll,10
61317,Lagozon Edutech Pvt Ltd,205393,10043,10012715,105851,07/03/19,07/05/19,07/08/19,180,28,14,40,2,Club Low Fat Cottage Cheese,2
61423,Lagozon Edutech Pvt Ltd,205395,10415,10005006,106403,07/07/19,07/09/19,07/12/19,167,535,54,68,10,Big Time Ice Cream Sandwich,9
60801,Lagozon Edutech Pvt Ltd,205396,11925,10003795,106091,07/06/19,07/08/19,07/10/19,108,0,0,38,2,National Small Brown Eggs,6
60749,Lagozon Edutech Pvt Ltd,205397,10898,10025023,107231,07/20/2019,07/22/2019,07/25/2019,129,201,50,228,4,Pearl Chardonnay,7
65883,Lagozon Edutech Pvt Ltd,205399,10383,10026861,110425,08/24/2019,08/26/2019,08/29/2019,109,1155,289,248,4,Moms Corned Beef,2
60712,Lagozon Edutech Pvt Ltd,205408,11971,10007564,107383,07/21/2019,07/23/2019,07/26/2019,110,312547,13023,5045,24,National Large Brown Eggs,5
60199,Lagozon Edutech Pvt Ltd,205409,10052,10007134,105975,07/04/19,07/06/19,07/09/19,182,1382577,9096,6540,152,Club Cheese Spread,10
60087,Lagozon Edutech Pvt Ltd,205410,10682,10017638,106641,07/11/19,07/13/2019,07/16/2019,115,184,92,54,2,Gorilla Whole Milk,2
59425,Lagozon Edutech Pvt Ltd,205411,10860,10017638,105632,07/03/19,07/05/19,07/08/19,115,236,118,55,2,Nationeel Beef Jerky,1
60025,Lagozon Edutech Pvt Ltd,205412,10194,10017638,105633,07/03/19,07/05/19,07/08/19,115,416,30,141,14,High Top Firm Tofu,9
60031,Lagozon Edutech Pvt Ltd,205413,10110,10019897,105976,07/04/19,07/06/19,07/09/19,163,3,2,3,2,Golden Frozen Chicken Thighs,2
59609,Lagozon Edutech Pvt Ltd,205414,10682,10017638,106499,07/10/19,07/12/19,07/15/2019,115,184,92,54,2,Gorilla Whole Milk,3
